sample_id,variant,file_size,width,height,channels,mean_intensity,std_intensity,min_intensity,max_intensity
459,1,23410,256,256,3,85.24858093261719,30.898477838554857,0,255
459,0,12221,256,256,1,109.7763671875,33.77418170279331,0,229
122,1,32774,256,256,3,52.91636657714844,43.043362529183824,0,246
122,0,16840,256,256,1,56.85430908203125,44.774516961404785,0,229
386,1,31661,256,256,3,72.25175476074219,44.22399125888163,0,255
386,0,15862,256,256,1,81.27848815917969,46.281794378070366,0,245
106,1,24965,256,256,3,61.03608703613281,51.05372537201928,0,243
106,0,11865,256,256,1,68.27345275878906,55.2402595396125,0,249
566,1,24979,256,256,3,50.23040771484375,48.541246135090525,0,255
566,0,12017,256,256,1,52.545745849609375,48.67634015526428,0,249
563,1,37453,256,256,3,46.816925048828125,44.17443040857039,0,247
563,0,19009,256,256,1,65.91171264648438,48.96812977751613,0,245
2,1,37525,256,256,3,48.587371826171875,44.58018413851773,0,243
2,0,17252,256,256,1,37.998321533203125,41.09425086868162,0,249
392,1,25669,256,256,3,87.72784423828125,47.786827677751134,0,255
392,0,14479,256,256,1,92.48860168457031,48.51786797311409,0,249
316,1,36977,256,256,3,48.08711242675781,44.93407777111849,0,255
316,0,18096,256,256,1,57.354217529296875,50.879815580027056,0,249
472,1,29945,256,256,3,72.91360473632812,48.13071458531631,0,255
472,0,15447,256,256,1,77.30488586425781,48.501840627377895,0,229
419,1,26978,256,256,3,85.29685974121094,40.73271544557784,0,255
419,0,13882,256,256,1,102.71235656738281,43.168262068338926,0,249
402,1,29998,256,256,3,60.4156494140625,43.613405226459925,0,253
402,0,16513,256,256,1,62.946563720703125,45.04914899289416,0,245
35,1,31253,256,256,3,51.41217041015625,45.7594535445685,0,221
35,0,14215,256,256,1,45.70484924316406,47.485747742789854,0,249
309,1,24969,256,256,3,97.21412658691406,49.62853501828975,0,255
309,0,12044,256,256,1,93.96011352539062,48.365387306860065,0,249
695,1,19411,256,256,3,98.08296203613281,46.96576108036766,0,245
695,0,9725,256,256,1,100.78750610351562,48.18896368314716,0,229
167,1,31937,256,256,3,84.24076843261719,49.58503246200555,0,246
167,0,17099,256,256,1,64.460205078125,41.486207479029694,0,245
103,1,23663,256,256,3,92.80126953125,49.724505575089616,0,255
103,0,11957,256,256,1,93.09590148925781,50.05074424825042,0,245
340,1,29816,256,256,3,60.12213134765625,53.727228844733006,0,255
340,0,13331,256,256,1,45.99537658691406,44.8513596683276,0,249
456,1,27179,256,256,3,72.93170166015625,48.81211992324476,0,243
456,0,13545,256,256,1,72.17353820800781,52.17071144014643,0,245
647,1,17650,256,256,3,113.241943359375,36.58974924133352,0,255
647,0,7646,256,256,1,107.50909423828125,36.88337319275557,0,245
460,1,26719,256,256,3,95.11842346191406,35.63805654283451,0,255
460,0,14562,256,256,1,91.19064331054688,38.69011290715974,0,249
593,1,39361,256,256,3,69.53158569335938,45.36086195730842,0,255
593,0,19417,256,256,1,76.31948852539062,46.78577715425754,0,249
346,1,42957,256,256,3,70.49293518066406,44.06959729399321,0,224
346,0,22019,256,256,1,62.58778381347656,43.69137516408306,0,245
681,1,34367,256,256,3,70.30462646484375,47.43313235752214,0,244
681,0,18356,256,256,1,66.85731506347656,45.21011546436131,0,229
521,1,29863,256,256,3,56.76155090332031,51.89473292148404,0,255
521,0,14921,256,256,1,49.72515869140625,49.35238825936925,0,249
455,1,31591,256,256,3,89.2032470703125,49.62354939437119,0,245
455,0,16773,256,256,1,67.31285095214844,42.88463688719748,0,249
72,1,28572,256,256,3,61.0220947265625,49.365721167363084,0,234
72,0,14592,256,256,1,75.18797302246094,53.74946052604685,0,229
88,1,19119,256,256,3,98.39845275878906,47.18950065009237,0,255
88,0,9666,256,256,1,98.31326293945312,47.131425044043894,0,229
331,1,35641,256,256,3,68.52192687988281,50.6266680393894,0,255
331,0,17920,256,256,1,66.83253479003906,46.17965463444246,0,245
65,1,26139,256,256,3,59.56494140625,54.73118952510081,0,244
65,0,12764,256,256,1,64.74594116210938,56.39902621035252,0,249
289,1,31765,256,256,3,86.120849609375,46.73878725944055,0,255
289,0,14957,256,256,1,86.70304870605469,47.136465448554105,0,245
41,1,45387,256,256,3,45.952789306640625,44.99749544254218,0,236
41,0,22033,256,256,1,50.26963806152344,47.35650454512844,0,229
509,1,37917,256,256,3,80.57923889160156,54.17723702782878,0,244
509,0,19098,256,256,1,74.8109130859375,49.771753025336594,0,249
190,1,36821,256,256,3,67.8411865234375,52.55096534972374,0,255
190,0,17520,256,256,1,67.81399536132812,52.8545165880719,0,245
192,1,41898,256,256,3,55.80955505371094,49.62358341939458,0,226
192,0,19225,256,256,1,59.82843017578125,51.16704009674797,0,249
499,1,34143,256,256,3,50.05517578125,43.33079549467703,0,246
499,0,16768,256,256,1,58.30804443359375,45.39278031117818,0,249
202,1,38336,256,256,3,52.530487060546875,48.54884177131329,0,225
202,0,19078,256,256,1,58.27247619628906,48.34060359133918,0,245
492,1,22055,256,256,3,102.10981750488281,45.08214999148642,0,255
492,0,11455,256,256,1,88.73684692382812,44.25206784726882,0,229
59,1,35570,256,256,3,54.99200439453125,52.011028559643115,0,255
59,0,18058,256,256,1,47.147674560546875,48.49810768535309,0,249
485,1,24021,256,256,3,57.31861877441406,55.637982092186434,0,255
485,0,11508,256,256,1,60.91725158691406,58.143900270467284,0,249
684,1,32356,256,256,3,79.08183288574219,48.23945275178707,0,255
684,0,18342,256,256,1,69.35395812988281,46.51059138498625,0,245
274,1,26447,256,256,3,97.28523254394531,41.558811137266005,0,255
274,0,13495,256,256,1,97.18963623046875,42.52385503554997,0,245
14,1,37977,256,256,3,59.82859802246094,48.13634670568294,0,255
14,0,18044,256,256,1,58.88462829589844,46.69657263168948,0,229
344,1,37025,256,256,3,71.95817565917969,42.92635663678323,0,186
344,0,19467,256,256,1,75.43478393554688,44.79395020142944,0,249
314,1,27127,256,256,3,58.961029052734375,49.528753151436916,0,255
314,0,15149,256,256,1,61.674346923828125,48.76005097084547,0,245
556,1,34258,256,256,3,54.914031982421875,45.94562761197366,0,252
556,0,16185,256,256,1,50.521759033203125,45.0868500837024,0,255
367,1,30754,256,256,3,93.85389709472656,42.21219402870974,0,255
367,0,16650,256,256,1,91.55516052246094,42.302349202949074,0,245
390,1,27088,256,256,3,99.45169067382812,42.31495234363109,0,255
390,0,14714,256,256,1,97.14205932617188,43.138790577593355,0,245
242,1,30202,256,256,3,78.597412109375,50.90673320147524,0,255
242,0,15027,256,256,1,80.48550415039062,51.374621941348025,0,249
270,1,30383,256,256,3,36.15484619140625,42.39008733303483,0,226
270,0,14077,256,256,1,40.80010986328125,46.101916556614086,0,245
131,1,38540,256,256,3,51.890411376953125,44.96784043285854,0,222
131,0,19605,256,256,1,59.067047119140625,47.54165483683988,0,249
188,1,36387,256,256,3,70.38851928710938,43.544354422027226,0,225
188,0,18493,256,256,1,74.76519775390625,50.05557837299294,0,245
476,1,27502,256,256,3,71.82633972167969,49.98347727676687,0,255
476,0,14323,256,256,1,75.5322265625,48.95469033289144,0,245
380,1,26031,256,256,3,81.09251403808594,38.429317061075736,0,255
380,0,12013,256,256,1,98.01687622070312,43.71186873011404,0,229
81,1,29613,256,256,3,72.21078491210938,48.57347789462291,0,254
81,0,13906,256,256,1,80.00448608398438,54.82069531354201,0,249
206,1,39599,256,256,3,49.18199157714844,47.891814445755415,0,255
206,0,19432,256,256,1,51.93194580078125,49.03782104702483,0,249
161,1,40107,256,256,3,47.427459716796875,40.2417732775358,0,222
161,0,20677,256,256,1,50.63752746582031,41.185206804579586,0,245
129,1,36621,256,256,3,46.86767578125,50.568099304829374,0,255
129,0,17996,256,256,1,53.107330322265625,51.5042899170557,0,249
511,1,27491,256,256,3,87.63754272460938,46.11304551604169,0,255
511,0,15565,256,256,1,75.56301879882812,40.94455817395862,0,245
601,1,36868,256,256,3,64.15536499023438,45.69301605510405,0,255
601,0,18828,256,256,1,54.6556396484375,46.39022445232761,0,230
565,1,32699,256,256,3,47.39869689941406,48.83805827848073,0,241
565,0,15354,256,256,1,39.86180114746094,43.25556959913615,0,245
22,1,33161,256,256,3,43.907318115234375,44.15102495193648,0,238
22,0,16319,256,256,1,48.350067138671875,45.01361297862067,0,251
252,1,30510,256,256,3,61.97364807128906,49.47294192978782,0,245
252,0,14781,256,256,1,57.7413330078125,47.679144263356704,0,229
15,1,40286,256,256,3,45.72747802734375,44.27982902665601,0,247
15,0,18160,256,256,1,38.48820495605469,45.812415546988845,0,245
107,1,25949,256,256,3,60.488616943359375,47.36100711490139,0,245
107,0,14904,256,256,1,58.65586853027344,41.88807037938955,0,249
493,1,28471,256,256,3,43.819732666015625,46.11424801138033,0,255
493,0,11761,256,256,1,34.50227355957031,44.76197657424078,0,249
271,1,31060,256,256,3,59.642486572265625,50.51143908885119,0,255
271,0,14933,256,256,1,43.106201171875,46.17803549873067,0,229
215,1,19590,256,256,3,115.60023498535156,33.51552974663703,0,255
215,0,9118,256,256,1,114.45805358886719,33.99548100886328,0,249
157,1,38803,256,256,3,59.54254150390625,42.545447501022274,0,223
157,0,19330,256,256,1,52.660858154296875,42.43307291946426,0,249
477,1,24844,256,256,3,76.32685852050781,54.768199855276,0,245
477,0,13312,256,256,1,50.071380615234375,44.33977201229941,0,245
21,1,34110,256,256,3,34.406341552734375,42.60596336290947,0,237
21,0,16015,256,256,1,35.194610595703125,44.068374555835206,0,229
562,1,32906,256,256,3,75.78233337402344,44.16659461192315,0,251
562,0,17623,256,256,1,78.71377563476562,44.720377404518736,0,245
296,1,31614,256,256,3,51.73197937011719,50.390931627221775,0,238
296,0,14405,256,256,1,42.418975830078125,46.81245497928307,0,245
435,0,15364,256,256,1,77.93385314941406,44.17647124631816,0,249
550,0,14201,256,256,1,57.64543151855469,50.61216469778849,0,245
178,0,18791,256,256,1,63.11616516113281,51.20697100310235,0,249
307,0,15693,256,256,1,73.84796142578125,52.87219159942073,0,249
544,0,14805,256,256,1,56.406463623046875,48.19963308835905,0,229
671,0,7502,256,256,1,113.67170715332031,31.403916312599183,0,245
453,0,15579,256,256,1,74.91607666015625,44.15205231327975,0,231
332,0,18319,256,256,1,61.24870300292969,46.16674592614371,0,249
577,0,13070,256,256,1,79.6746826171875,54.196121706756514,0,245
144,0,21559,256,256,1,62.19502258300781,51.04157946931492,0,249
288,0,19149,256,256,1,53.98002624511719,46.72238287609489,0,255
653,0,9267,256,256,1,98.86749267578125,50.08476751638523,0,249
8,0,17612,256,256,1,41.93540954589844,46.33624533410218,0,245
324,0,17687,256,256,1,55.26417541503906,49.276962928794944,0,249
350,0,19315,256,256,1,90.20887756347656,47.387476209812505,0,249
195,0,16840,256,256,1,63.81535339355469,49.3101192761505,0,245
447,0,17764,256,256,1,83.13868713378906,44.28643341591377,0,249
480,0,11542,256,256,1,48.56364440917969,53.2774831620685,0,229
275,0,14475,256,256,1,66.58206176757812,51.26065215849246,0,249
114,0,14856,256,256,1,70.77386474609375,48.78617270820606,0,245
317,0,14061,256,256,1,46.85154724121094,49.71216907740948,0,245
533,0,15483,256,256,1,56.962738037109375,46.518842428650245,0,229
145,0,22078,256,256,1,54.15086364746094,47.508494918309495,0,249
619,0,18329,256,256,1,75.01148986816406,40.62734449892938,0,249
690,0,18609,256,256,1,80.58070373535156,47.81052116863887,0,229
55,0,18240,256,256,1,36.38385009765625,44.815023373766095,0,245
422,0,13056,256,256,1,55.77439880371094,30.133911204263608,0,229
318,0,17933,256,256,1,68.03807067871094,45.58930639290444,0,245
438,0,20886,256,256,1,71.48699951171875,47.745141374122674,0,249
356,0,17282,256,256,1,89.22291564941406,48.8745158413416,0,249
516,0,12875,256,256,1,56.68243408203125,54.26729927667517,0,229
651,0,15202,256,256,1,75.83073425292969,46.445267381816116,0,255
620,0,17880,256,256,1,65.95497131347656,43.96242273160157,0,249
44,0,13627,256,256,1,57.34254455566406,55.92676895164729,0,229
496,0,12479,256,256,1,35.61805725097656,38.74701242874682,0,249
28,0,17400,256,256,1,47.907196044921875,47.41486053686765,0,229
335,0,12887,256,256,1,61.918243408203125,54.71489993674678,0,249
500,0,13714,256,256,1,53.45207214355469,51.94863635722938,0,249
434,0,11802,256,256,1,73.98675537109375,59.32851059609122,0,229
375,0,13764,256,256,1,107.65702819824219,31.263810430483968,0,249
699,0,9618,256,256,1,102.3790283203125,46.68015934262762,0,249
1,0,16731,256,256,1,51.6383056640625,48.677525629658916,0,249
568,0,13083,256,256,1,61.43635559082031,50.57877672217316,0,231
579,0,11037,256,256,1,44.203155517578125,51.305313136734036,0,245
168,0,14772,256,256,1,83.74565124511719,48.29709351138444,0,245
602,0,17091,256,256,1,86.51322937011719,50.31138884917594,0,245
656,0,10082,256,256,1,91.08544921875,44.372525081658594,0,229
29,0,19040,256,256,1,46.2110595703125,48.390256481688944,0,229
341,0,22170,256,256,1,79.07304382324219,42.86037315046331,0,231
558,0,14292,256,256,1,58.257476806640625,53.22176666922342,0,245
657,0,15813,256,256,1,83.73223876953125,44.1129118834999,0,229
452,0,18873,256,256,1,90.74606323242188,43.95044067028467,0,249
617,0,13983,256,256,1,102.355224609375,42.60605097158043,0,229
507,0,16746,256,256,1,63.83624267578125,48.882796355016666,0,249
451,0,13535,256,256,1,106.09994506835938,40.676809166305816,0,249
169,0,16220,256,256,1,61.428253173828125,44.3154995993127,0,245
508,0,18317,256,256,1,47.76618957519531,49.31467962987062,0,245
528,0,15653,256,256,1,70.93840026855469,49.428924136466044,0,249
73,0,17742,256,256,1,48.682891845703125,53.672019971479266,0,229
94,0,9061,256,256,1,110.34805297851562,38.17018984515996,0,229
227,0,12060,256,256,1,104.96784973144531,42.63557213647047,0,249
127,0,14430,256,256,1,39.82939147949219,47.85435728862257,0,229
38,0,11610,256,256,1,72.24229431152344,55.04973387396649,0,245
691,0,12067,256,256,1,79.76960754394531,55.29064500044485,0,249
60,0,18922,256,256,1,55.04444885253906,54.109736453886725,0,245
117,0,18615,256,256,1,50.673248291015625,41.452447867989775,0,245
175,0,17904,256,256,1,75.46490478515625,43.85206657263862,0,249
250,0,12340,256,256,1,104.95738220214844,36.58176825362838,0,249
226,0,14868,256,256,1,31.295181274414062,44.659102154506876,0,249
45,0,14910,256,256,1,40.76702880859375,44.45246920441301,0,249
213,0,18520,256,256,1,59.22779846191406,47.90706191545764,0,255
196,0,17372,256,256,1,49.43013000488281,46.83246182912821,0,249
199,0,16399,256,256,1,79.42607116699219,50.26668652085059,0,229
176,0,15986,256,256,1,62.163604736328125,49.65514280147407,0,249
551,0,19365,256,256,1,55.43096923828125,47.64515170860481,0,249
200,0,18165,256,256,1,57.617218017578125,44.36491129456517,0,230
290,0,14553,256,256,1,59.08045959472656,50.52612184098191,0,229
549,0,16378,256,256,1,53.27244567871094,49.210932613684506,0,229
381,0,21975,256,256,1,83.21054077148438,41.48306829069067,0,249
616,0,22895,256,256,1,70.48602294921875,42.98970781456761,0,249
225,0,16772,256,256,1,53.847412109375,51.68694176827944,0,249
208,0,16749,256,256,1,68.12495422363281,51.0629777827403,0,249
343,0,20047,256,256,1,78.88412475585938,44.81474590865693,0,249
69,0,20452,256,256,1,41.5079345703125,42.184063060596785,0,249
530,0,17208,256,256,1,59.65153503417969,50.68256473328834,0,249
407,0,16760,256,256,1,88.42530822753906,44.64924922431929,0,229
325,0,18738,256,256,1,72.19245910644531,52.180132501987416,0,229
301,0,12960,256,256,1,52.75700378417969,56.36908419004213,0,245
564,0,16181,256,256,1,65.51234436035156,54.207521184683046,0,229
182,0,20692,256,256,1,53.28190612792969,42.69947636379928,0,255
58,0,16773,256,256,1,59.30262756347656,51.73952226763047,0,255
609,0,18152,256,256,1,72.99658203125,48.43170662720186,0,249
110,0,14841,256,256,1,78.56019592285156,48.5998941878881,0,229
83,0,11112,256,256,1,57.384613037109375,50.27015023061071,0,249
239,0,14861,256,256,1,78.95391845703125,41.779678273391674,0,249
108,0,12200,256,256,1,68.05206298828125,49.32975675745765,0,245
369,0,18608,256,256,1,77.12077331542969,49.82553777397149,0,249
74,0,21363,256,256,1,51.84832763671875,49.19236339705551,0,235
437,0,18570,256,256,1,76.43150329589844,41.39829716489193,0,249
130,0,17781,256,256,1,61.62596130371094,51.76894488024301,0,245
473,0,13210,256,256,1,67.19425964355469,51.39248305998426,0,229
547,0,18654,256,256,1,64.29067993164062,49.190980284094294,0,249
251,0,11812,256,256,1,90.20341491699219,49.48780892661239,0,249
514,0,12785,256,256,1,47.336151123046875,52.26404241793664,0,245
668,0,14861,256,256,1,97.51029968261719,46.68351858097386,0,249
403,0,13762,256,256,1,91.43064880371094,38.230984776792894,0,249
608,0,15391,256,256,1,90.10858154296875,45.588884553835925,0,249
166,0,16723,256,256,1,87.575927734375,49.07952440617354,0,249
680,0,14757,256,256,1,64.52848815917969,53.11188182656647,0,249
348,0,15632,256,256,1,87.60960388183594,48.22029657604425,0,249
248,0,14441,256,256,1,48.305328369140625,52.064929974776724,0,249
524,0,14908,256,256,1,50.41627502441406,45.50791486728343,0,249
581,0,18939,256,256,1,72.06454467773438,47.49943573883814,0,245
658,0,20818,256,256,1,72.39533996582031,46.41899948113897,0,249
542,0,17067,256,256,1,57.499420166015625,49.44096907921524,0,249
142,0,18026,256,256,1,82.03889465332031,46.1201880379106,0,245
371,0,20915,256,256,1,74.91667175292969,47.44873717038603,0,249
685,0,16375,256,256,1,80.21470642089844,46.977334886855495,0,249
697,0,11680,256,256,1,81.58860778808594,56.01626642962362,0,245
659,0,8844,256,256,1,109.56512451171875,37.94109156263153,0,229
607,0,13881,256,256,1,90.49188232421875,51.45811131862782,0,249
677,0,8768,256,256,1,58.014251708984375,57.75003919577372,0,249
575,0,9709,256,256,1,38.08851623535156,53.3994235571732,0,249
540,0,19585,256,256,1,61.340789794921875,51.81714623846145,0,245
458,0,7856,256,256,1,119.66714477539062,21.809802077891355,0,229
377,0,17151,256,256,1,102.06613159179688,31.528215489841706,0,229
501,0,13807,256,256,1,34.86189270019531,42.338594623684685,0,245
692,0,14279,256,256,1,62.00456237792969,53.23941001156045,0,245
443,0,12929,256,256,1,61.65199279785156,43.13619080339955,0,229
431,0,15662,256,256,1,97.34043884277344,46.262328030774114,0,245
137,0,22343,256,256,1,52.679351806640625,47.80427317314895,0,245
518,0,12066,256,256,1,48.02565002441406,48.878171521450646,0,245
663,0,10961,256,256,1,74.58804321289062,55.42496043184135,0,249
630,0,11205,256,256,1,91.03152465820312,40.93583699025109,0,249
398,0,7969,256,256,1,109.93472290039062,37.393315193050604,0,245
586,0,11438,256,256,1,38.6507568359375,48.63452659542986,0,249
0,0,14898,256,256,1,67.95367431640625,49.44710903302647,0,231
569,0,11374,256,256,1,48.39564514160156,43.37912456980241,0,245
385,0,10165,256,256,1,107.02725219726562,39.9273524189237,0,249
584,0,10286,256,256,1,78.97059631347656,57.698873549111035,0,249
626,0,17902,256,256,1,83.95536804199219,45.65331461201388,0,249
470,0,12976,256,256,1,92.05325317382812,46.71746675743763,0,245
512,0,13369,256,256,1,41.70567321777344,45.10586433442569,0,245
298,0,17523,256,256,1,76.2738037109375,50.454740410269885,0,229
494,0,16461,256,256,1,44.17424011230469,46.34439193100448,0,245
194,0,17570,256,256,1,71.77992248535156,49.36413281906577,0,245
590,0,17260,256,256,1,69.88639831542969,53.2652702444372,0,229
405,0,13199,256,256,1,85.27664184570312,46.71535844244796,0,229
84,0,14990,256,256,1,47.537811279296875,48.77784603598926,0,249
329,0,8578,256,256,1,25.707565307617188,46.631879690918616,0,245
257,0,16075,256,256,1,81.71034240722656,43.572077601388365,0,249
85,0,13368,256,256,1,66.24412536621094,54.851003520936736,0,245
374,0,11916,256,256,1,110.12136840820312,35.42795325389644,0,249
649,0,10755,256,256,1,104.04585266113281,42.23217599944058,0,249
424,0,20234,256,256,1,79.45222473144531,44.75350144236582,0,229
221,0,7119,256,256,1,30.114303588867188,36.37639701794221,0,229
416,0,11091,256,256,1,99.60986328125,47.99283784589939,0,229
261,0,17359,256,256,1,69.46726989746094,44.870357652676,0,249
594,0,15154,256,256,1,95.55921936035156,46.00027070499253,0,245
210,0,17585,256,256,1,61.28694152832031,46.755625840512884,0,249
116,0,14484,256,256,1,63.671295166015625,45.842758289133776,0,249
583,0,13531,256,256,1,53.66656494140625,46.70421782519501,0,229
645,0,16362,256,256,1,69.36311340332031,36.9989805318943,0,245
235,0,14739,256,256,1,56.686004638671875,40.08587937506722,0,229
515,0,14401,256,256,1,42.249114990234375,43.62335900637392,0,245
446,0,18502,256,256,1,89.24575805664062,41.0974607366804,0,249
163,0,17908,256,256,1,65.49163818359375,51.64576867492037,0,229
358,0,16767,256,256,1,68.03738403320312,46.31182068593893,0,245
115,0,12212,256,256,1,85.47769165039062,49.60512367752092,0,229
118,0,17353,256,256,1,57.28642272949219,48.978636239132115,0,249
378,0,15291,256,256,1,87.81793212890625,39.28068743657033,0,229
13,0,19423,256,256,1,62.67408752441406,48.47469744779164,0,249
30,0,15600,256,256,1,54.16448974609375,50.2391602017951,0,229
71,0,19159,256,256,1,50.03485107421875,46.24673011564119,0,249
634,0,18776,256,256,1,70.55517578125,48.58004549585413,0,249
391,0,10360,256,256,1,82.04193115234375,53.326419174859645,0,229
652,0,16178,256,256,1,85.96688842773438,44.592680378845536,0,245
264,0,16419,256,256,1,50.93266296386719,38.95102489169204,0,255
682,0,17806,256,256,1,76.62152099609375,42.611317374492145,0,249
538,0,17866,256,256,1,65.45704650878906,51.63130014114666,0,249
660,0,11743,256,256,1,55.477874755859375,57.93157367946629,0,245
125,0,15835,256,256,1,74.46836853027344,50.07395233383303,0,235
112,0,14597,256,256,1,58.21063232421875,44.92121813911683,0,249
281,0,10765,256,256,1,104.44271850585938,42.19552313850359,0,249
173,0,16911,256,256,1,74.23332214355469,43.95311584730378,0,249
126,0,16794,256,256,1,63.77461242675781,50.92970185110083,0,229
91,0,13279,256,256,1,44.77110290527344,54.40394587436724,0,245
322,0,16063,256,256,1,81.91163635253906,49.4241484404937,0,229
191,0,14775,256,256,1,94.93824768066406,50.05093857415649,0,249
273,0,17166,256,256,1,75.47384643554688,45.69961811678915,0,231
395,0,13365,256,256,1,89.90403747558594,44.96515942718398,0,231
80,0,14797,256,256,1,53.18641662597656,47.93086979428881,0,231
16,0,13872,256,256,1,36.81031799316406,43.56193554163708,0,229
442,0,13386,256,256,1,59.701568603515625,51.20691567426722,0,249
207,0,16603,256,256,1,80.76148986816406,53.75605957623831,0,229
240,0,15563,256,256,1,64.21382141113281,51.81795160609122,0,231
197,0,14817,256,256,1,91.11497497558594,47.408652827393325,0,229
365,0,19190,256,256,1,73.01780700683594,49.43582589834348,0,249
363,0,18064,256,256,1,78.05029296875,50.53798587470212,0,229
399,0,13523,256,256,1,101.79470825195312,37.18102991673681,0,249
667,0,8594,256,256,1,88.56149291992188,56.25684639643749,0,229
674,0,13454,256,256,1,77.63011169433594,50.120114291485095,0,229
111,0,16040,256,256,1,55.266937255859375,41.62314914557046,0,245
159,0,11376,256,256,1,102.24267578125,41.17137735489522,0,249
641,0,8807,256,256,1,100.67356872558594,42.40091269171995,0,229
468,0,13388,256,256,1,84.99029541015625,54.18973605500917,0,249
133,0,18921,256,256,1,70.02557373046875,48.71489169533898,0,249
596,0,11507,256,256,1,110.7508544921875,38.17708843085015,0,249
504,0,14362,256,256,1,44.09674072265625,48.01903707391494,0,249
635,0,8610,256,256,1,109.00498962402344,37.38460585603222,0,249
262,0,13914,256,256,1,98.85147094726562,35.2775684999261,0,231
474,0,11979,256,256,1,83.28155517578125,39.94222182539432,0,245
559,0,15348,256,256,1,52.9515380859375,49.8289407988987,0,249
487,0,14613,256,256,1,67.0657958984375,50.39197919208812,0,245
351,0,18111,256,256,1,78.38272094726562,53.37677765051301,0,249
534,0,16826,256,256,1,83.40916442871094,48.60423282602061,0,245
587,0,14886,256,256,1,68.23696899414062,51.7931409310389,0,249
450,0,12919,256,256,1,46.806304931640625,46.36548827229479,0,249
510,0,13797,256,256,1,83.58976745605469,52.05662298627787,0,229
670,0,11382,256,256,1,105.01364135742188,37.828233870755255,0,249
352,0,17503,256,256,1,77.74801635742188,52.25578878244135,0,249
406,0,14325,256,256,1,87.34275817871094,45.27691214675305,0,249
